time_s,satellite,target_id,true_az_rad,true_el_rad,meas_az_rad,meas_el_rad,kf_az_rad,kf_el_rad,kf_az_rate_rad_s,kf_el_rate_rad_s,kf_az_acc_rad_s2,kf_el_acc_rad_s2,innov_az_rad,innov_el_rad,kf_var_az,kf_var_el
10.0,GEO-2,2,3.124807181210388,-0.5250404740583607,3.1230777697432335,-0.5265453054722251,3.1230777697432335,-0.5265453054722251,-0.00041853239185138944,-0.00014274194205330382,0.0,0.0,0.0,0.0,2.499823508646688e-07,2.499823508646688e-07
10.0,GEO-3,2,2.968697048513745,-0.15544494509194143,2.9695385074071994,-0.15531622943446735,2.9695385074071994,-0.15531622943446735,-0.00014350723357705596,0.00016069393524661691,0.0,0.0,0.0,0.0,2.499823508646688e-07,2.499823508646688e-07
20.0,GEO-1,1,2.3560530037898717,0.2755715430979113,2.357131346230611,0.2762939739702188,2.357131346230611,0.2762939739702188,-0.00019448936236838855,0.00020561991739532215,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
20.0,GEO-2,1,3.0975988761140307,-0.5436261423568366,3.097809447926406,-0.5433421042115861,3.097809447926406,-0.5433421042115861,-0.0001479147020353899,1.8370342385154447e-05,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
20.0,GEO-3,1,2.941130414135572,-0.16802133053473534,2.9409606536378488,-0.16715287032352383,2.9409606536378488,-0.16715287032352383,-6.396503043015755e-05,0.0001228040571021549,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
20.0,GEO-1,2,2.386904071236564,0.2869234264224209,2.385774355274783,0.2865015675962426,2.385774355274783,0.2865015675962426,-0.00066192878343867,0.00024503493063625647,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
20.0,GEO-2,2,3.1228005754877373,-0.5255462399220865,3.1230435143408357,-0.5237448190636371,3.1230435143408357,-0.5237448190636371,-3.425540239776481e-06,0.0002800486408587988,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
20.0,GEO-3,2,2.9664675977350665,-0.15484010914486934,2.9657031336193462,-0.15591916960400626,2.9657031336193462,-0.15591916960400626,-0.0003835373787853147,-6.029401695389069e-05,0.0,0.0,0.0,0.0,2.499711942507269e-07,2.499711942507269e-07
30.0,GEO-1,1,2.353859067306059,0.2770893417473755,2.353295780107555,0.27805861394851367,2.353295780107555,0.27805861394851367,-0.00038355661230560223,0.00017646399782948464,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
30.0,GEO-2,1,3.0961873363656136,-0.5432884572942646,3.095952330858722,-0.5419641102750276,3.095952330858722,-0.5419641102750276,-0.00018571170676842108,0.00013779939365585748,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
30.0,GEO-3,1,2.93960833945829,-0.16685648046756882,2.937735809940684,-0.16572795732566833,2.937735809940684,-0.16572795732566833,-0.0003224843697164914,0.00014249129978554932,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
30.0,GEO-1,2,2.383436452406436,0.2881385220383863,2.3844713186463653,0.28671985634858477,2.3844713186463653,0.28671985634858477,-0.00013030366284176863,2.1828875234214397e-05,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
30.0,GEO-2,2,3.120698628900913,-0.5260267038680853,3.1208522107874495,-0.5248109462328907,3.1208522107874495,-0.5248109462328907,-0.0002191303553386259,-0.00010661271692535834,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
30.0,GEO-3,2,2.964159633760019,-0.15421626036207203,2.9642475528023287,-0.15321655893992026,2.9642475528023287,-0.15321655893992026,-0.00014555808170175767,0.00027026106640860024,0.0,0.0,0.0,0.0,2.4994405081552285e-07,2.4994405081552285e-07
40.0,GEO-1,1,2.3516546607503113,0.2786022863574385,2.354029547663629,0.2788762186120309,2.354029547663629,0.2788762186120309,7.337675560736834e-05,8.17604663517213e-05,0.0,0.0,0.0,0.0,2.499313185684554e-07,2.499313185684554e-07
40.0,GEO-2,1,3.0947240872950297,-0.5429228872319132,3.0944437049810865,-0.5436939393917326,3.0944437049810865,-0.5436939393917326,-0.0001508625877635339,-0.00017298291167050506,0.0,0.0,0.0,0.0,2.499313185684554e-07,2.499313185684554e-07
40.0,GEO-3,1,2.9380457342208723,-0.1656698628962128,2.938693798822417,-0.16586659296257053,2.938693798822417,-0.16586659296257053,9.579888817330406e-05,-1.3863563690219572e-05,0.0,0.0,0.0,0.0,2.499313185684554e-07,2.499313185684554e-07
40.0,GEO-1,2,2.379937493656671,0.28933395378811283,2.3797587472858774,0.2892286940096978,2.3797587472858774,0.2892286940096978,-0.00047125713604878605,0.00025088376611130393,0.0,0.0,0.0,0.0,2.499313185684554e-07,2.499313185684554e-07
40.0,GEO-2,2,3.1185021160012916,-0.526480568324136,3.119151985653877,-0.5275469079363009,3.119151985653877,-0.5275469079363009,-0.0001700225133572264,-0.00027359617034101725,0.0,0.0,0.0,0.0,2.499313185684554e-07,2.499313185684554e-07
